UniProtKB,SET1_DPY7.NES.GFP,SET2_DPY7.NES.GFP,SET3_DPY7.NES.GFP,SET1_DPY7.NLS.GFP,SET2_DPY7.NLS.GFP,SET3_DPY7.NLS.GFP,SET1_DPY7.NLS.NES,SET2_DPY7.NLS.NES,SET3_DPY7.NLS.NES,SET1_MYO2.NES.GFP,SET2_MYO2.NES.GFP,SET3_MYO2.NES.GFP,SET1_MYO2.NLS.GFP,SET2_MYO2.NLS.GFP,SET3_MYO2.NLS.GFP,SET1_MYO2.NLS.NES,SET2_MYO2.NLS.NES,SET3_MYO2.NLS.NES,SET1_MYO3.NES.GFP,SET2_MYO3.NES.GFP,SET3_MYO3.NES.GFP,SET1_MYO3.NLS.GFP,SET2_MYO3.NLS.GFP,SET3_MYO3.NLS.GFP,SET1_MYO3.NLS.NES,SET2_MYO3.NLS.NES,SET3_MYO3.NLS.NES,SET1_SPP5.NES.GFP,SET2_SPP5.NES.GFP,SET3_SPP5.NES.GFP,SET1_SPP5.NLS.GFP,SET2_SPP5.NLS.GFP,SET3_SPP5.NLS.GFP,SET1_SPP5.NLS.NES,SET2_SPP5.NLS.NES,SET3_SPP5.NLS.NES,Epidermis_cytoplasm,Epidermis_nucleus,Pharyngeal.muscle_cytoplasm,Pharyngeal.muscle_nucleus,Body.wall.muscle_cytoplasm,Body.wall.muscle_nucleus,Intestine_cytoplasm,Intestine_nucleus,Compartment.specific,Tissue.specific
Q20264,2.59407,2.29455,1.93525,1.73759,2.28543,1.12605,0.476189902,0.44749185,0.384168727,0.958258,1.05922,0.295218,1.12797,0.596972,-0.213548,0.841899781,0.32317295,0.351902,1.35865,1.2911,0.564309,0,0.744247,0.142617,-0.161833766,0.180081161,0.260671133,2.53631,2.47759,1.98968,1.74839,0,0.733711,0.242346163,0.48037489,-0.270046549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q9N302,4.60001,3.68863,3.14933,0,2.08948,1.40131,-1.320740098,-0.78722215,-0.655505273,2.01039,1.64797,0.975167,1.14442,0.309331,-0.0359365,0.190940581,-0.50133005,-0.287597,1.79812,1.50282,0.73793,1.02129,0.853841,0.35318,0.505222234,0.242629161,0.302923133,4.3349,4.67327,3.63566,1.09221,1.33947,2.84753,-1.280013837,-0.99329511,-1.142346549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
Q19339,2.59567,2.24273,1.76988,0.354536,1.27843,0.926595,-0.230240098,-0.06229215,-0.039175273,0.408747,0,1.75775,0.452681,0.104779,0,0.949135981,0.66492095,-0.023431,-0.0894781,0,0.294043,-0.644873,0.716696,0.191258,0.452503234,0.184856161,0.468499133,4.06482,1.58016,1.6374,0,0,1.20718,-0.149323837,-0.14417511,0.480280451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9TZI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33921,3.00997,4.15176,0,0,0,-0.176263766,0.291435161,-0.295418867,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Body wall muscle specific
Q18660,4.37372,3.52488,2.82949,0,0,0,-0.971040098,-1.27866215,-0.787895273,2.117,1.80833,1.51784,0,0,0,-0.281300419,-0.40368005,0.013364,3.8499,2.76817,1.17245,1.30686,0,4.23692,-0.583763766,-0.839288839,-0.459350867,4.28472,4.58589,1.9165,0,0,0,0.185556163,0.45130489,-0.112906549,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
Q18496,3.55866,2.67277,2.65777,1.87116,1.7823,1.11339,0.111099902,0.53289985,-0.215615273,1.4142,1.19855,0.784029,1.12094,0.859456,0.246189,0.597484581,0.75692725,0.511701,2.40966,1.67402,0.555754,1.49625,0.60101,0.315134,0.168817234,0.296663161,0.343238133,3.12751,2.54502,1.86837,2.45699,1.45534,1.51421,0.167156163,0.81799489,0.009303451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
O18693,4.38403,0,1.5772,2.9518,0,2.47666,1.711348496,0,0.842240727,0,0,0.497788,0,0,-0.419824,0,0,-0.146987,3.48497,1.12623,-0.239529,0,0,-0.299483,0.134505234,-2.590428839,0.754709133,3.53515,0,1.71683,0,0,-0.0766594,1.377407163,0,-0.910256549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q19878,2.46614,1.91077,4.14588,2.15766,2.11327,-0.739416,1.373204902,1.43810565,0.466993727,0,-0.103571,0.194141,0,-0.119072,0,0,1.01702995,4.394673,0.972447,1.33135,-0.349536,0.92313,0,-2.68619,0.350387234,0.416335161,1.949169133,2.29395,0,0,0,0,0,0.657026163,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Nucleus specific,NA
Q18916,4.99403,1.2165,2.37245,0,0,0,-0.073150098,0.45756285,0.045184727,1.7946,0.997264,0.630498,1.54466,0.640039,-0.333254,1.296049581,0.28656095,0.229296,2.79296,1.10708,0.635128,1.06683,1.36523,0,0.529219234,0.604669161,0.419704133,3.95651,1.95084,3.01856,4.2179,0,1.33636,-0.272063837,0.34550489,-0.050966549,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q20121,3.36964,2.76841,2.35464,1.51537,1.52739,1.29708,0.017629902,0.21647785,0.196354727,1.93341,1.1098,0.988797,1.43104,0.183736,-0.0980028,0.390885581,0.03888595,-0.138257,1.94501,1.14381,0.529555,1.39515,0.649079,0.0147263,0.507976234,0.475133161,0.126260133,3.84385,2.59284,2.05779,2.49257,0.635327,0.76217,0.056446163,0.22958489,-0.232716549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q9XWD1,3.98473,3.64813,3.06863,1.65253,2.29266,1.64028,-1.048890098,-0.64832215,-0.595045273,1.64888,1.09639,0.660074,1.4086,0.308663,-0.0632775,0.614070581,0.15068695,0.085624,1.94837,1.6271,0.353019,0.752683,1.10257,0.0152244,0.192249234,0.243533161,0.323190133,4.42709,3.85312,2.83044,2.19495,1.49737,1.16665,-0.388223837,-0.32974511,-0.679056549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q17577,0,0,1.81185,0,0,0,0,0,0.987502727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52844,0,0,0,0,0,2.120233451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P0DM41,3.58585,3.4555,2.79821,1.50498,1.36847,1.319,-0.296440098,-0.42380215,-0.137085273,2.75157,2.79216,1.57004,0.999437,-0.057008,-0.554612,-0.775910419,-1.66798005,-1.088377,2.30934,2.43177,0.908866,0.840487,0.597351,-0.164098,-0.382723766,-0.718808839,-0.389880867,2.48963,2.23619,1.28467,1.00438,0.582152,0.348205,0.267666163,0.93210489,0.066073451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
P10984,3.4673,5.09946,3.65227,0,0,0,1.105519902,0.75994485,0.630831727,0,1.53542,1.50734,0,0,0,1.022893581,0.43460595,0.76885,0.666176,1.8519,1.59677,0,0,0,1.238292234,0.573310161,0.467317133,2.20897,2.41938,1.37988,0,0,2.22184,1.298219163,1.71372889,1.065212051,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O45815,3.3001,2.73378,2.20576,1.91759,1.63287,1.21218,0.005749902,0.55931785,0.362509727,1.6912,1.06258,0.488844,1.67077,0.119018,-0.296335,0.614035581,0.19255595,0.216695,1.85935,1.49025,0.454363,1.58359,0.666094,0.10041,0.607794234,0.437889161,0.378204133,4.26145,4.06085,2.8965,2.52177,1.8554,1.22392,-0.078923837,-0.03305511,-0.467346549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q19523,1.75375,0,0,0,0,0,-0.009870098,0,0,0,0,0,0,0,0,0,0,0,0,1.71112,2.30104,0,0,0,0,-2.190508839,-0.730070867,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
G5EDW1,-0.0293344,0,2.63525,2.46693,0,0,1.803584202,0,0,1.02458,0,0,0,0,0,-0.047793419,0,0,0,0,0,1.79575,0,0,1.617832234,0,0,0,0,0,0,0,1.84962,0,0,0.816809451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q9U9K0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58833,3.21734,2.11811,0,0,0,-0.238133837,-2.07055511,-0.867636549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
Q9U3D6,3.88922,2.29664,2.68617,1.99545,2.39693,2.38526,0.946379902,0.73970885,0.988565727,1.15172,0.921479,0.700846,0.972926,0.413733,0.18587,0.947552181,0.47345795,0.38491,1.85795,1.5846,1.00665,1.49661,1.08397,1.03478,0.439240234,0.408736161,0.695725733,3.20807,2.07978,2.26458,2.19292,1.07346,2.09482,0.782103163,1.24728189,0.618524451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q22618,0,2.3812,0,0,0,3.97273,0,-0.30253215,1.702321727,0,0,0,0,0,0,0,0,0,2.3299,1.8141,0,0,0,1.42051,0.904036534,-1.481138839,1.773839133,2.42333,0,2.4036,3.86709,0,1.71507,1.717284963,2.34348489,1.825348451,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Nucleus specific,NA
O45218,2.32713,2.53216,2.22826,1.65843,1.67805,1.35438,0.121499902,0.45038585,0.298077727,1.41253,1.0314,0.668427,0.93574,0.427688,-0.000743432,0.305611581,0.21439395,0.142948,1.57018,1.47674,0.527716,1.10886,0.923596,0.23302,0.386125234,0.361629161,0.169867133,3.25255,3.11422,2.19474,2.12994,1.06053,1.31692,0.489276163,0.60518489,0.258626451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
G5EBS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.634837,0,0.696201,0,0,0,0,0,0,0,0,3.66465,0,0,0,0,0,0.75336489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q9BIC1,0,0,1.07697,0,0,1.4216,0,-0.57645215,0.767483727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5EFH7,3.86202,2.83552,2.86455,0,2.33585,0.944497,-0.142390098,0.37527785,-0.214255273,1.65566,0,0.481388,1.1515,0,-9.4093,0.105364581,0,-0.207667,-0.38533,0,0,0,0,0,-3.168383766,-0.194668839,0,3.47495,0.770591,2.55891,0,0,0,-0.498463837,0.07078489,-0.657056549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O62334,3.97905,3.33284,3.51101,2.55499,2.92526,1.65211,0.393809902,0.78642085,-0.044165273,3.94574,1.26077,1.30091,0,0.421646,0.236335,-0.114871419,0.54730195,0.015635,3.42207,3.50542,2.84711,2.32213,1.00802,0.508296,-0.792163766,-0.659858839,-1.241060867,3.08932,3.01163,2.62504,0.558294,0,0.195925,-0.090623837,0.16379489,-0.263316549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
Q10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96414,4.38488,0,0,0,0,0.15573489,-0.739326549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
P27604,4.18493,3.66553,3.09651,3.23759,2.74724,2.47402,0.628549902,0.44306485,0.669464727,1.9394,0.925848,0.729491,1.55484,0.516212,0.345036,0.525111581,0.40140295,0.485133,2.13556,1.40323,0.555215,1.82069,1.13446,0.399484,0.513361234,0.717058161,0.502644133,3.83918,2.85313,2.17569,3.55373,2.36709,2.44247,1.304705163,1.76914089,1.421672451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q17740,1.06297,1.71586,3.67938,0,0,0,-0.397870098,0,-0.352945273,0,0,0,0,0,0,0,0,0,2.56233,3.50509,2.94249,0,0,0,-1.540303766,-1.248418839,-1.545760867,4.0249,2.79163,3.13619,0,0,0,-0.715713837,0.13357489,-1.088486549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
H2KY59,4.17138,3.96919,3.53505,0,0,0,1.113774902,1.72294185,-0.835095273,0,0,0,0,0,0,0,0,-0.183867,0.964273,3.10701,1.7514,0,0,0,-0.593613766,-0.212828839,-1.410880867,-3.84401,3.99498,3.42257,0,0,0,6.572016163,-0.36355511,-1.224026549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q9XUW8,2.72423,3.89309,0,0,4.24501,0,0.651799902,1.54261685,1.107760727,0,0,0,0,0,0,0,6.17468995,0,0,0,0,0,0,0,0.673992234,0,0,3.04036,3.09204,0,1.47386,2.02981,0,0.747666163,0.99055489,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
O17939,4.21028,4.49951,-3.91337,0,0,0,-0.015980098,-0.40744215,-0.825215273,0,1.59003,0,0,0,0,0,-1.23112005,0,0,1.46463,0,0,0,0,0,0.028198161,0,4.11385,4.26542,0,0,0,0,-2.339563837,0.39444489,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5EDL3,0,1.92993,2.64034,0,0,0,0,0.87160485,-1.084165273,0,0.116344,0.367583,0,0,0,0,0.79472155,-0.303137,0,1.34603,0,0,0,0,0,-0.173718839,0,4.60557,3.49828,2.23077,0,0,0,0.593976163,0.86853489,-0.160796549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q18930,2.12021,2.64376,2.89945,1.5823,0,0,1.004922902,1.21884385,0.454061727,0,0,0,0,0,0,0,0,0,0,2.27414,0,0,0,0,0,-0.054208839,0,2.41591,1.8497,2.91799,0,0,0,0.145336163,0.15214489,-0.144846549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q17941,3.47872,2.28324,2.59193,1.92282,1.95095,1.54959,0.699769902,0.78568085,0.291959727,1.35547,0.866139,0.868989,0.861028,0.379598,0.170155,0.699908581,0.33875795,0.038563,2.20447,1.82678,1.05558,1.45378,0.898894,0.43607,0.223723234,0.147192161,0.019565133,3.08013,2.4211,2.19894,1.81312,0,1.0707,0.308056163,0.58017489,0.056923451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q9XTG7,0,0,3.73624,0,0,0,0,0,0.386779727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651582813,3.11682,0,3.73493,0,0,0,-0.245383837,0.69626489,0.284615451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P54216,1.45039,1.22172,1.61104,0,-0.0501695,0,0.681529902,0.56230385,0.678054727,2.80817,2.68515,2.33847,1.3531,0.659781,0.467515,-0.691800419,-1.09880005,-0.971767,6.18684,6.05159,6.05874,4.85656,4.09801,3.9929,-1.263233766,-1.536928839,-1.552760867,1.27612,0.699972,1.02782,0,0,0.205621,0.411196163,0.54635489,0.444264451,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Cytoplasm specific,NA
P46563,6.71977,5.6879,6.22516,5.62805,3.57536,4.92879,-1.739490098,-2.43929215,-1.931935273,5.30676,4.82932,4.67941,2.48129,1.7076,2.44069,-2.120170419,-2.36072005,-2.475197,1.58112,1.33308,0.610078,1.08721,0.741262,0,0.443942234,0.566595161,-0.140983867,7.55519,6.69004,5.82244,5.30073,3.28888,3.96466,-1.628303837,-1.78360511,-1.635076549,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
G5EGR6,3.00418,2.82773,2.99139,1.92946,2.21701,1.90116,0.823341902,1.13251685,0.298933727,0.422682,1.37804,0.498674,-0.0493639,1.21347,-0.0473562,0.294498581,0.61075295,0.294154,1.65396,2.57307,1.39315,0.664174,1.23621,-0.538886,-0.197223766,-0.008728839,-0.649360867,2.41877,3.82753,2.81894,0,1.34872,0.335416,-0.225713837,0.18437489,-0.404886549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O16720,0,2.97675,2.45101,0,0.892836,0,0,0.63184185,0.438957727,0,0,0.996262,0,0,0,0,0,0.157304,0,1.91134,1.35735,0,0,0,0,0.886652561,-0.418430867,0,3.13677,2.96611,0,0,0,0,0.27761489,0.182004451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q20780,2.71271,2.07086,1.83695,1.25165,1.87743,1.26715,0.425639902,0.67004485,0.452509727,1.0205,0.786524,0.442914,1.02944,0.184974,-0.209284,0.764484681,0.42510695,0.270243,1.7826,1.95147,0.616995,0.885819,1.29495,0.0638889,0.056194234,0.336613161,0.243148133,3.5226,2.53107,1.78698,0,1.22249,1.01957,0.372766163,0.83853489,0.423178451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q18822,5.71886,4.16355,3.45762,0,3.16882,4.29491,-1.586810098,-1.95555215,-1.470745273,0,0,0,1.30541,0,-0.727132,1.112302581,0,0.405844,0,0,0,0,0,0,0,0,0,4.75279,0.847846,0,0,2.93133,0,-0.995183837,0.34267489,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,NA
Q20352,1.36666,2.14958,2.83651,0,0,0,0.842193902,1.80146485,-0.282245273,0.111534,0.457188,0,0,0.394772,0,0,0.92464825,0,-0.466031,0.854948,0,0,0.530848,0,1.016889134,0.702232161,0,1.70565,2.83879,2.53063,0,0,2.00269,0.313566163,0.28359489,-0.237866549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q7Z1Q3,0,1.72091,1.20438,0,0,-1.448,0,0.35915785,0.583934727,0,0.546875,-0.158173,0.177459,-0.323091,-3.45769,0.871978731,0.01056295,-0.033646,2.52965,3.50142,2.72528,1.46747,1.80795,1.80426,-0.155153766,-0.093528839,-0.273530867,4.00606,4.40609,4.00596,1.56378,4.32173,2.48025,-0.830273837,-0.59212511,-0.544376549,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
P54889,2.29347,2.90414,2.0978,1.04827,1.79899,1.14891,0.542979902,0.47894485,0.273548727,0.760369,0.753376,0.499661,0.501466,0.2354,-0.141371,0.551863581,0.30627295,0.228978,0.89896,1.21544,0.42726,0.447265,0.687081,0.0161445,0.488729234,0.463351161,0.178114133,2.49937,2.78288,1.67312,1.21144,0.925532,0.961198,0.478036163,0.53399489,0.251175451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5ECV9,4.60489,4.34002,4.2387,3.83815,3.71536,3.04411,0.669189902,0.61280685,-0.063255273,0.783581,0.853737,0.249966,0.586899,0.54152,-0.425466,0.740035581,0.44258595,0.093895,1.03563,1.22401,0.262505,0.454187,0.933578,-0.121207,0.454504234,0.618522161,0.261807133,4.34463,4.13284,3.51869,2.39714,2.18664,1.88342,-0.253403837,0.10654489,-0.581736549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
O16518,5.31723,3.88106,2.38061,0,3.79866,3.18035,-2.472630098,-0.74877215,-0.584975273,2.19625,-4.75519,-1.11983,1.99473,-3.52644,-5.40726,0.572181581,0.33184195,0,1.47618,5.43115,-1.24744,0.340767,4.03366,-5.07215,-0.082513766,0.503860161,0,5.2928,3.94353,3.28108,1.50259,3.60633,5.38524,-0.903083837,-0.73780511,-0.564316549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
O44555,1.76085,2.82946,2.0535,0.7485,1.54911,-0.37793,0.782223902,0.10656785,0.227204727,0.2696,-0.133756,-0.380024,-0.239519,0.131347,-1.02407,0.743678581,0.81920485,0.464448,0.0161798,-0.600469,-0.211355,-0.175829,0.0604756,-0.857555,0.765842234,1.097988161,-0.166833867,3.21424,3.8461,3.21566,1.58323,1.59492,1.79256,0.062276163,-0.05121511,-0.200426549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
G5EC31,3.308,2.90406,2.10181,2.37502,0,2.52413,1.050792902,0.43003685,0.258176727,2.32224,2.03548,-0.18162,2.16527,-0.292234,-0.826168,0.952738781,-0.15079005,0.04983,3.36812,1.65267,0.0876037,2.45039,0.545472,-0.629401,0.182635234,0.131191161,0.150300133,3.78001,3.13003,0.770573,2.66664,0,0.183179,0.491526163,0.85355489,0.367938451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O02266,2.92887,3.32932,2.16013,1.68004,0,1.14955,0.571009902,0.83639085,0.277066727,0.983669,1.04492,0.782731,1.00475,-0.48831,-2.95684,0.626282581,0.09929795,-0.004938,1.65408,1.27731,0.787147,0,0.590754,0.754369,-0.307723766,0.446315161,0.373640133,2.96368,1.72088,1.77734,0,1.17759,0.575163,0.078416163,1.73724989,0.245008451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
P52713,3.16978,2.81112,2.29315,0.723576,1.71219,1.10403,-0.732230098,0.30451785,0.313680727,1.82658,1.55367,0.645832,1.49421,0.699641,-0.196985,0.698581581,0.06514895,0.074503,2.14075,1.58593,0.407635,1.43557,0.770842,-0.101086,0.272139234,0.271155161,0.125673133,3.47185,2.89938,1.94227,1.91313,1.07243,0.926422,0.254636163,0.37327489,0.147364451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
P46562,1.6694,3.29414,2.32516,1.23687,2.51406,1.59686,1.060642902,0.45851485,0.443190727,-0.282788,0.301646,-0.0384743,-0.541683,0.0588578,-0.432693,0.581968581,0.65915695,0.446028,-0.379994,0.593924,0.0193852,-0.496888,0.419863,-0.555619,0.790289234,0.780049161,0.134495133,0.257464,0.976934,-0.00841847,-0.117387,0.314048,0.196092,1.291039163,1.32243189,1.169580451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Epidermis specific
Q9U3P9,3.30265,-0.17833,2.93161,1.61332,3.14414,2.91715,0.033709902,0.38278785,0.641546727,0,0,0,0,0,0,0,0,0,2.59274,1.73494,0,0,0,0,0.177482234,0.835244161,0,3.96396,2.12424,4.81405,0,0,0,0.227896163,0.10466489,0.155285451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
G5EC72,0,0,0,0,0,0,0,0,0,0,0,0.52319,0,0,0,0,0,-0.406257,4.75484,4.3215,3.66162,4.20375,3.89878,1.95581,-0.229153766,-0.266088839,-0.642920867,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Body wall muscle specific
P34552,4.55784,4.16213,4.19423,0,3.94167,0.441774,-1.158730098,-0.92867215,-1.660185273,1.75808,1.51773,1.31829,0,-0.0922629,-0.173016,-0.340580419,-0.29934005,-0.820447,2.60196,2.84594,1.95631,0,-0.74002,-1.18131,-1.354273766,-1.153598839,-1.407330867,5.20657,4.08896,4.06551,0,0,1.57115,-1.361553837,-1.15648511,-1.672756549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
O62183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36208,0,0,2.771408163,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q21559,0,0,0,2.85203,5.83968,6.15443,3.946579902,3.60732785,4.113244727,0,0,0,2.89183,0,0,2.556199581,0,0,0,0,0,3.01064,4.54923,0,5.529986234,3.692201161,0,0,0,3.22613,1.85218,3.20809,3.62527,4.125106163,4.03417489,3.382073451,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Nucleus specific,NA
P16356,2.95007,2.24502,2.37245,2.54166,0,2.06203,0.951684902,0.67506985,1.122477727,1.32114,0.752767,0.504365,1.41055,0.0774224,-0.0833048,1.074355581,0.54857295,0.552114,-1.24894,1.34416,0.465035,1.653,1.29788,1.04566,0.705698234,0.372330161,1.351132133,3.46368,2.59335,1.76161,2.52059,1.69769,1.71753,0.925611163,1.23546689,0.899678451,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Q21004,5.95523,3.71837,4.9054,0,0,0,-3.278480098,-2.61858215,-3.000115273,2.41296,0,0,0,0,0,-1.549670419,0,0,3.56642,0,0,0,0,0,-3.487123766,0,0,4.49051,3.57324,4.07895,0,0,0,-2.638913837,-1.84920511,-2.971806549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q17663,1.516,0,0,0,0,0,-0.100270098,0,0,0,0,0,0.853225,0,0,0.511429581,0,0,0.405572,0,0,0.21534,0,0,0.747735234,0.694246161,0,3.45162,2.90229,3.34134,0,0,0,-0.126663837,-0.10698511,-1.794066549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9N4M4,3.6797,2.87579,3.24668,0,0,0,-0.055100098,0.28798785,-0.557235273,2.18134,2.58307,2.23678,0,0,-0.165833,-0.372810419,-1.38288005,-1.042527,3.37063,3.1844,2.2223,0,1.65949,0,-1.135243766,-0.658408839,-1.020280867,3.29861,2.58864,1.96953,0,0,0,0.314266163,-0.36032511,-1.252336549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q09994,-4.08947,1.76806,0,0,0,-7.6763,0,1.66995985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O45865,3.01917,2.39845,2.07234,1.57063,1.45112,1.11531,0.188769902,0.52382285,0.269962727,1.53056,0.780716,0.601632,1.20201,0.152908,0.0899129,0.587684581,0.33525195,0.355253,1.55365,1.09863,0.580228,1.13079,0.6909,0.200351,0.602141234,0.546535161,0.305852133,3.1109,2.2299,1.7371,1.84679,0.999834,0.99679,0.589416163,0.97525489,0.401305451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
