UniProtKB,SET1_DPY7.NES.GFP,SET2_DPY7.NES.GFP,SET3_DPY7.NES.GFP,SET1_DPY7.NLS.GFP,SET2_DPY7.NLS.GFP,SET3_DPY7.NLS.GFP,SET1_DPY7.NLS.NES,SET2_DPY7.NLS.NES,SET3_DPY7.NLS.NES,SET1_MYO2.NES.GFP,SET2_MYO2.NES.GFP,SET3_MYO2.NES.GFP,SET1_MYO2.NLS.GFP,SET2_MYO2.NLS.GFP,SET3_MYO2.NLS.GFP,SET1_MYO2.NLS.NES,SET2_MYO2.NLS.NES,SET3_MYO2.NLS.NES,SET1_MYO3.NES.GFP,SET2_MYO3.NES.GFP,SET3_MYO3.NES.GFP,SET1_MYO3.NLS.GFP,SET2_MYO3.NLS.GFP,SET3_MYO3.NLS.GFP,SET1_MYO3.NLS.NES,SET2_MYO3.NLS.NES,SET3_MYO3.NLS.NES,SET1_SPP5.NES.GFP,SET2_SPP5.NES.GFP,SET3_SPP5.NES.GFP,SET1_SPP5.NLS.GFP,SET2_SPP5.NLS.GFP,SET3_SPP5.NLS.GFP,SET1_SPP5.NLS.NES,SET2_SPP5.NLS.NES,SET3_SPP5.NLS.NES,Epidermis_cytoplasm,Epidermis_nucleus,Pharyngeal.muscle_cytoplasm,Pharyngeal.muscle_nucleus,Body.wall.muscle_cytoplasm,Body.wall.muscle_nucleus,Intestine_cytoplasm,Intestine_nucleus,Compartment.specific,Tissue.specific
Q9GZH2,3.58925,3.29631,2.48787,2.56505,2.04261,1.71343,0.419029902,0.27325785,0.164804727,3.32721,1.06443,0.950669,1.45456,0.221281,0.20145,0.061337581,0.38300695,0.392996,3.50423,1.68385,0.969476,1.73551,1.36248,0.877332,0.717043234,0.718137161,0.622673233,3.98929,3.5259,2.51276,2.79814,1.97534,1.72826,0.683496163,0.73847489,0.608901451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q9TZI9,0,1.99265,0,0,1.36246,0,0,0.19040785,0,0,0.204176,0.239066,1.84218,-0.0435075,-0.0819376,0.804838681,0.24427395,0.47639,0,0.517946,0.299977,0,0.660969,-0.439602,0,0.638086161,-0.110626867,2.85367,1.95985,2.51241,0,0,1.22181,-0.516293837,0.26487489,-0.183446549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q93641,4.49056,1.95656,2.38456,2.70491,-1.79035,1.02693,-0.451190098,-0.32088215,-0.538225273,1.66396,0.989279,1.42564,0,0.313406,0,-0.623790419,-0.01753905,-0.084097,3.01627,4.0696,0,-0.970057,1.07769,0,0.204524234,-0.006213839,0,4.38111,2.42458,2.12942,1.85218,0,0,-0.528423837,-0.89418511,-0.951386549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
A0A0T7CIX3,3.89797,3.29241,2.03021,0,1.15479,-1.66382,0.597109902,0.38165785,0.094224727,0,0,0,0,0,0,0,0,0,1.87005,2.57965,0.420896,0,0,0,0.291005234,-1.624068839,-0.432410867,2.78061,2.39528,2.18441,0,0,0,0.437466163,1.01307489,0.113111451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
A0A0U1RML5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44991,0,3.54909,0,0,0,-0.365463837,0,-0.024296549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
O17680,3.93869,3.88033,3.08967,2.80795,2.85477,1.95856,0.579399902,0.14115785,0.155774727,0.896134,0.722243,-0.047021,0.490304,0.262252,-0.6942,0.479127581,0.38178495,0.195899,0.856005,0.947509,0.089939,0.46012,0.532051,-0.521311,0.596254234,0.640526161,0.122894133,3.05889,2.85899,1.90611,1.77949,1.28529,0.979699,0.254806163,0.46911489,0.222132451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
P50305,3.96165,2.56786,2.23252,1.57127,0,0,0.269849902,0.62871985,0.736705727,0.990344,0.837116,-0.114927,0.524582,0.260848,-0.760906,0.299015581,0.39257195,0.234004,1.11975,0.506774,0.0737875,1.01621,2.99905,0.187967,0.827621234,1.230895161,0.426979133,4.1096,2.30784,1.63854,1.69085,0,0,0.108146163,1.02661489,0.153904451,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA
P50306,2.84701,4.19755,2.32857,0,0,1.99531,0.769258902,0.20337785,1.008612727,1.15575,0.894622,0,0.707509,0.743582,0,0.334476581,0.54674195,0,0,0,0,0,0.605545,0,0,1.252889161,0,2.85938,1.41148,0.506829,0,0,0,0.845602163,0.71931489,0.858813451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9BLB6,0,0,1.07574,2.53996,0.967811,3.0504,3.152699902,2.36834085,1.922129727,0,0,0,0.696903,0,0,1.557187581,0,0,0,0,0,1.42337,0,1.00853,2.274756234,0,1.201277133,3.56766,3.7136,-0.0172081,2.91064,0.559004,3.72475,1.530283163,2.98803489,2.793193451,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q09442,0,0,0,0,0,4.42228,0,0,-0.239405273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8402,0,0,1.188379951,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q18696,2.91355,3.00457,2.7993,0.990111,4.27261,1.63718,1.161648902,0.53063185,0.468263727,1.46729,0.935347,0.637014,0.789524,0.757931,-0.092481,0.426981581,0.71798895,0.043891,0.836158,1.43324,0.538211,0.747999,-0.254016,0,0.643514234,0.519253161,-0.279176867,2.56209,3.06625,2.22345,-2.22471,0,1.86604,0.329786163,-0.13274511,-0.345636549,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5EF77,0,2.59697,0,0,0,0,-0.656960098,0.64395085,0,4.56202,0,0,0,0,0,1.704397581,0,0,0,0,0,0,0,0,0,0,0,5.22479,2.25774,0.741593,0,0,0,-0.118023837,0.96659489,0.678569451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q18100,4.6833,1.37279,3.10058,0,0,0,-2.797610098,-3.19680215,-3.402065273,4.80463,2.40675,2.32551,0,0,0,-3.325210419,-3.16285005,-3.531587,0,1.97152,0,0,0,0,0,-2.965488839,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,NA
Q23202,0,0,2.7805,0,0,0,0,0,1.023904727,4.25397,0,0,0,0,0,-0.478090419,0,0,2.4297,0,0,0,0,0,0.052372234,0,0,4.69583,3.25861,0,0,0,0,0.115626163,-1.20095511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5EEK8,3.53457,2.86717,2.67262,1.8179,1.59585,1.34671,-0.153410098,0.27632785,-0.066755273,1.91147,1.14463,0.922432,1.37749,0.282577,0.0962383,0.371225581,0.04308095,0.097834,2.46989,1.87132,1.15615,1.58666,0.868339,0.40455,-0.015238766,0.043875161,-0.111630867,3.80213,2.70493,2.12647,2.057,0.911217,1.11669,0.004396163,0.49515489,0.100823451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
G5EBM7,0,2.69947,2.60116,0,0,0,0,-0.05407215,-0.363265273,0,0,-1.40355,0,-1.21953,0,0,0,-1.510967,1.94139,0,0,-0.103487,0,0,-1.520633766,0,0,0,0.881044,0,0,0,0,0,1.50797589,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q9XTT3,4.21844,4.03995,3.98072,0,0,0,-2.024460098,-1.70020215,-1.425645273,2.94004,1.96751,0,0,0,0,0,-0.31659005,0,0,0,0,0,0,0,0,0,0,0,3.53121,3.22957,0,0,0,0,-0.22650511,-0.688676549,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q19555,3.39953,3.00077,2.17998,2.33614,0,2.14611,0.788393902,0.95814085,0.863381727,1.37457,0.664347,0.618562,1.17235,0.295032,0.00570742,0.696816581,0.49810395,0.281116,2.06662,0.797187,0.398902,1.81018,1.01047,0.869202,0.833355234,0.946595501,1.047875133,3.76918,2.47108,1.83788,2.93871,1.75655,1.89255,0.975743163,1.65370889,1.163340851,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q9XXK5,0,0,0,0,0,1.14249,0,0,2.160686727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11961,0,3.67545,3.571366163,0,3.219613451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
G5EED5,2.86309,3.95894,3.25904,0,0,1.05527,-0.583230098,-1.38874215,-0.662515273,1.73029,1.28377,0.678537,0.989341,0.593493,0,0.405137581,0.12848395,-0.615627,2.20299,1.26785,0.327495,0,0.74411,0,0.466376234,0.499379161,-0.647400867,0.879135,3.12168,2.05321,0,4.89918,0,-0.015483837,0.52602489,-0.623196549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q17557,2.85346,2.9928,1.85549,0,1.02065,0.374253,0.077919902,0.01293785,-0.313705273,1.13567,1.03177,0.899847,0.841905,-0.628046,-0.128302,0.569521581,-0.22253005,-0.105154,1.8281,0.998939,0.410042,1.6574,1.24445,0.0431397,0.335475234,0.228342161,0.247443133,2.76508,2.52045,1.60708,1.37568,1.49397,0.171092,-0.273023837,0.19059489,-0.103206549,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Q8T3G2,0,0,3.46493,0,0,0,0,0,1.018088727,0,0,0,0,0,0,0,0,0,2.40954,2.91648,1.64816,0,1.52917,0,-0.060991766,0.183518161,-0.099421867,5.01204,4.35098,3.5999,0,0,0,-1.146723837,-0.07097511,-0.244426549,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q22647,3.10982,2.90847,2.36372,0,1.50888,1.09218,0.337669902,-0.03234215,-0.048615273,1.7271,0.91765,0.767892,0.943654,0,0.0295245,0.357669581,0.05972595,0.078839,1.71769,1.33129,0.82614,1.38187,-2.07628,0.298364,0.587595234,0.623981161,0.164472133,2.43247,2.50829,2.05673,-1.71083,0.928129,1.58435,-0.138833837,0.21021489,0.114104451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
P34706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.04038,0,0,0,0,5.98301,0,0,0,-4.35787,0,0,0,0,4.64288,6.585,0,0,0,0,-2.41456511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q09508,2.7827,1.82346,1.93847,1.28809,1.37627,1.30362,0.278439902,0.32739785,0.345720727,1.20465,0.952047,0.577988,0.63415,0.217863,-0.010177,0.588276581,0.19269095,0.143409,1.18515,0.88793,0.509064,0.665244,-0.283614,0.28291,0.262239234,0.615846161,0.378085133,2.67489,2.12561,1.83782,0,0.328367,0.934362,0.308916163,0.71838489,0.280618451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O44954,2.48816,2.03296,2.49218,0,0,0,-0.416610098,1.08798785,0.460103727,1.79607,0.173546,0,2.02275,0,0,0.517575581,0.51011595,0,0.777928,1.08909,0,0,0,0,-0.039821766,0.537800161,0.109310133,3.57055,3.81485,0,0,0,0,0.446036163,0.63062489,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q09545,1.99767,4.14781,1.95424,1.42665,1.49521,0.751159,0.779084902,0.01919785,0.125194727,0.479902,1.29113,0.822891,0,0.446263,-0.293292,0.415845581,-0.16454005,-0.224847,-0.181613,1.77164,1.00943,-0.296253,1.52141,0.361064,0,0.711845161,0.035185133,1.10544,2.62343,2.1342,0,1.82214,0.976196,0.445266163,0.59577489,0.033953451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q09989,0,-0.314143,0,0,-6.23375,0,0,0,0,0,0,-0.258937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7566,4.07343,2.30393,0,0,0,-0.640753837,-0.61375511,-1.863826549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
O16689,0,0,0,0,0,0,0,0,3.191714727,0,0,0,0,0,0,0,-0.96818005,1.452096,0,0,0,0,0,0,0,-4.493558839,2.943589133,5.08131,4.84313,5.43015,2.11023,4.38803,3.14424,-0.310003837,-0.62503511,-0.579856549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,Intestine specific
P90780,1.44945,2.21593,2.15914,0.954705,1.77556,1.23047,1.057779902,0.70945685,0.652748727,0.0994214,0.286927,-0.136603,-0.477164,0.465207,-0.279216,0.489715581,0.82127945,0.584049,0.133198,0.533323,0.191273,-0.0296921,0.498827,-0.831849,0.623477234,0.460736161,-0.284749867,1.58227,1.49036,0.478728,0.310292,-0.282945,0.0512119,0.719086163,0.82819489,0.715450451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q18406,2.87333,0,3.56927,0,0,0,0.593609902,0,0.005444727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01345,0,0,0,0,0,-0.567976549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Epidermis specific
Q21115,3.18407,2.97853,2.67087,0,0,2.04508,0.286639902,0.20720785,0.370161727,1.19193,0,0.328201,0,0,0,-1.186660419,0,-0.213027,0,3.43474,0,0,0,0.00455154,0,-1.992188839,0.440158133,4.39462,3.60961,0,0,0,1.20697,0.282196163,-0.55520511,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q18286,3.74614,0,3.00703,0,0,0,-0.172680098,0,0.481030727,0,0,0,0,0,0,0,0,0,0,0,1.3673,0,0,0,0,0,-1.708460867,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q94241,1.01519,4.28727,3.58642,0,0.719158,-0.37455,-0.008960098,-1.13130215,-1.029825273,0,1.5591,1.21038,0,0,0,0,-0.38895005,-0.636967,0,5.02074,0,1.90967,-1.09988,0,0.276742234,-0.222528839,0,3.00412,3.88856,3.21677,2.44405,0.0736321,0.141298,-0.845953837,-0.35143511,-0.563196549,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q9U2Z1,4.51885,3.16189,2.73361,1.86501,2.11872,1.27286,-0.397070098,0.08350785,-0.182205273,2.17792,1.18389,0.735383,1.72523,0.478212,-0.0461202,0.457341581,0.11239495,0.158776,2.76047,2.09518,0.74528,1.65424,1.19841,0.140013,0.051197234,0.048300161,0.005360133,4.11485,3.29108,2.31672,2.25764,2.86092,1.061,-0.091613837,0.20988489,-0.281256549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q19371,4.63102,3.35962,3.5776,2.62637,2.41908,1.90386,-0.695350098,0.33217785,-0.527445273,1.88118,1.39851,0.856486,1.52621,0.824233,0.0622598,0.480277581,0.09994895,-0.072247,3.10817,2.64553,1.73989,1.84801,1.26564,0.0356036,-0.617363766,-0.483658839,-0.860480867,5.01246,3.87415,3.39926,2.61665,1.18201,1.29999,-0.844343837,-0.13458511,-1.036856549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q23368,3.30616,2.37055,2.36199,0,1.334,0.955749,0.279049902,0.56846885,-0.057665273,1.63837,0.714929,0.837912,0.587435,0,0,0.834933381,-0.44534005,0.291163,1.9857,2.39848,1.3499,0,0,-1.79669,-0.114193766,-0.622648839,-0.380720867,3.99513,2.80749,2.75737,0,0,2.24516,-0.435553837,-0.16081511,-0.453426549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q20678,0,0.14309,3.84089,0,0,0,0,0.77708285,-0.669385273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34177,4.53149,3.62616,0,0,0,-0.845783837,-0.23473511,-0.969006549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5EFY6,-5.04323,2.89194,2.22659,2.03445,3.11061,1.4229,1.323325902,1.46375295,0.880272727,0,0,0.125646,0,0,-1.10031,0,0,0.234721,1.86698,2.8162,1.78346,1.41556,2.31544,1.78335,0.135137234,0.080555161,-0.377160867,2.50054,4.26543,2.2088,0,1.41433,1.49481,0.334136163,0.19339489,0.007683451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q22706,6.89297,0,2.79423,0,0,0,-5.132950098,-0.38366215,-0.614835273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018451334,-1.356288839,0,3.58332,2.91141,2.75388,0,0,0,-0.780103837,-1.24421511,0.002373451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19262,3.70257,3.93168,0,0,0,0,0.696959902,-1.11893215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58495,0,0,0,0,0,-0.44538511,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q9XWS2,3.42186,0,2.84531,0,0,0,0.885366902,0,0.123994727,0,0,0.568268,0,0,0,0,0,0.265262,0,0,0,0,0,0,0,-7.117458839,0,-0.355048,0,1.68595,0,0,0,0.822207163,0.27388489,-0.663016549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5EDF7,1.65212,3.98321,2.90513,0,0,0,-0.099780098,-0.09115215,0.165504727,1.27055,0,3.87063,0,0,0,0.590157581,0,0,1.88633,0,2.45829,0.965066,0,0,0.317378234,-2.817368839,-0.171343867,2.56404,2.62041,4.73239,0,0,0,0.146546163,-0.36131511,-0.037046549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
G5EFG0,3.40635,2.52252,2.27429,0,0,0,0.137029902,-4.74249215,0.568984727,1.59021,0,0,1.31098,0,0,0.813644181,0,0,1.41681,0,0,-4.90068,0,0,0.292296234,0,5.103609133,2.53766,0.197167,0,0,0,0,0.907213163,0.95879489,0.364590451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q20798,4.48009,4.13233,2.80869,1.84449,0,0.738409,-0.609560098,-0.39358215,-1.221935273,0,0,0,0,0,0,0,0,0,0,-0.447395,0,0,0,0,0,0.087951161,0,3.4369,1.79332,3.07884,0,0,0,-0.806413837,-0.73189511,-0.972826549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19317,3.14367,2.26164,2.84433,1.9033,1.88419,2.06856,1.162189902,1.46885715,0.287571727,0.957272,0.598231,0.613775,0.680485,-2.89579,0.180488,1.275675581,0.38364295,0.052679,1.50102,0.984719,0.46956,1.04297,-1.97511,0.255227,0.196086234,0.262830161,0.326303133,3.66896,2.12209,2.24531,0.717642,-1.06807,1.05857,0.350306163,0.94889489,-0.247426549,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Nucleus specific,NA
O17528,2.24521,2.77373,2.10164,0,0,0,-0.683460098,-0.14675215,-0.731215273,0.988292,0.782428,0.693838,1.18999,0,0,1.000501581,-0.74432005,-0.548627,0,-0.248999,0,0.947057,0,0,0.592013234,0.123176161,0,2.42274,3.18063,1.8048,0.989948,0,0,0.410806163,-0.12443511,-0.194286549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O62461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41335,0,0,0,0,0,0.607310161,0,2.98658,4.408,0,0,0,-0.677102,0.591346163,0.29514489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P29355,0,0,-2.45114,0,0,0,0,0,0.076824727,0,0,0,0,0,0,0,0,0,0,1.90006,0,0,0,0,0,1.115738161,0,0,0,2.87646,0,0,0,0,0,0.362553451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P91821,5.41612,0,2.94671,0,0,0,-0.436930098,0,4.057564727,2.40243,1.97557,1.40375,1.71076,1.60389,0.547562,-0.221110419,-0.14706005,-0.501677,4.3453,4.33283,2.7669,3.10042,1.80149,1.32891,-0.773953766,-0.832538839,-1.296590867,5.15948,3.99119,0,0,0,0,-0.873193837,-0.71069511,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA
Q9BL48,4.44086,2.6605,1.75682,0,1.59143,1.21459,-0.099300098,0.36970785,0.474520727,0.0673831,1.47313,1.09758,-0.529228,0.413542,0.0333347,0.180203581,0.02938995,-0.152067,3.87804,3.94817,3.02638,1.53225,2.05032,1.23544,-0.765013766,-0.982038839,-1.173370867,3.69972,2.35205,2.24997,1.75144,0,0.714214,0.167776163,0.54615489,0.010473451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
Q9BPP1,3.88441,4.18783,3.25004,0,3.89957,1.8996,-0.170610098,-0.06918215,-0.206835273,0,2.06619,1.64004,0,0.965077,0,0,-0.41627005,-0.312037,3.00745,3.21093,0,0,1.48022,0,-0.266893766,-0.497018839,-0.736990867,4.18327,4.0454,3.52211,0,0,1.7067,-0.120043837,-0.50904511,-0.825506549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q23084,0,0,0,0,0,0,0,0,0,3.66113,2.36734,3.26168,0,0,0,-0.927580419,-1.35426005,-0.483497,4.4796,3.95356,4.24838,3.02972,0,0,-0.695563766,-0.869198839,-1.351470867,0,-6.55084,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
G5EF97,0,2.36844,0,3.82954,0,3.77971,2.368176902,0.38865785,2.757534727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18196,0,0,3.080469133,4.1244,1.70897,1.34597,3.20012,5.49339,3.61943,2.630177163,2.65822789,2.819503451,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Nucleus specific,NA
Q18864,3.21745,2.63991,2.96688,1.70925,1.55935,1.48144,-0.086750098,-0.09969215,-0.332545273,1.48705,0.677844,0.726041,1.15712,-0.253048,0.394342,0.464147581,0.08332395,0.270928,1.71502,0.942543,0.6894,1.42432,0.672666,0.203214,0.524519234,0.556020161,0.211694133,2.94729,2.18117,1.82113,1.50204,0.39492,0.653677,0.441296163,0.52311489,0.020203451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q22161,4.05825,3.60542,4.1166,0,6.10733,5.62248,0.465259902,0.80679885,-0.188935273,5.50798,4.20122,0.54669,1.99574,5.45967,4.85647,2.390149581,0.67785195,0.75795,4.32832,4.81126,3.18051,0.320343,5.03261,4.17776,-4.287633766,0.214322161,0.351931133,5.07054,2.47971,1.74533,0,4.00669,4.75728,-3.009223837,0.23150489,0.355089451,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q5FC79,0,3.03132,2.26679,0,1.02612,0,0,0.28338785,0.019104727,0,0,0.472376,0,0,-0.0953912,0,0,0.177407,3.55967,1.37769,0,0,0.373283,-0.790706,0.654571234,-0.019501839,0.046689133,6.40104,1.91001,1.54791,3.3768,0,0.144172,0.233086163,0.62489489,-0.092496549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q9TZ49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59019,5.34871,0,0,0,0,-3.016153766,-1.742368839,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Cytoplasm specific,Body wall muscle specific
Q2PJ68,4.75751,2.05322,2.53101,0,0,0,-0.460630098,0.26951785,0.163914727,1.76317,0,0,0,0,0,0.495173581,0,0,4.94777,0,0.200908,0,0,0,-4.009803766,0,0.458690133,4.77764,2.63511,2.77748,0,0,0,0.040736163,0.59366489,-0.247856549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862361,5.7989,3.22133,0,0,0,-4.511843766,-4.658028839,-0.654330867,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Body wall muscle specific
Q21746,3.93927,4.01253,4.24195,1.78447,0,-1.3643,-0.416370098,-1.41003215,-1.209785273,2.1657,3.17582,2.54648,0,2.39772,-3.1394,-2.067470419,-1.88980005,-1.539867,2.20845,2.81607,2.14595,0.833201,1.29378,-1.49327,-1.070433766,-1.028338839,-0.731680867,4.28299,4.13866,3.48281,1.37678,1.61723,0.790634,-1.114703837,-0.84703511,-0.719596549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
G5EEW6,0,0,2.68356,0,0,3.03796,0,0,1.597704727,0,0,0.946631,0,0,0,0,0,0.87422352,0,0,2.53508,0,0,1.55151,0,0,1.065884133,0,0,3.14158,2.5106,0,3.38984,2.064516163,0,1.884590451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
Q20363,2.67716,2.01592,1.69224,1.13484,0.919994,0,0.665119902,0.26390785,-0.334945273,0.715049,0.0654101,0.0826766,0.785971,-0.913502,-0.579506,1.271290581,0.25183195,0.02225,0.263101,0.052898,0.428965,1.53847,1.25325,-0.363674,1.121557234,0.883959761,0.028562133,5.38753,1.94902,1.19816,0,0.382504,0.645849,-0.562103837,0.00427489,0.241079451,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA
Q19103,4.43779,2.87749,2.2395,0,0,0,0.117889902,0.79212285,-0.017275273,0,1.11651,0.755399,0,0,0,0,-0.32999005,-0.254727,2.64714,1.35653,0,0,0.694581,0,0.367459234,0.007268161,0,3.97054,2.7614,2.41392,0,0,0,-0.174623837,0.58952489,-0.667366549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
G5ECU1,3.74484,3.93213,3.65672,2.26775,3.66865,2.7111,0.385919902,0.05115785,0.100184727,1.06564,1.70139,1.23241,-0.208327,1.51699,0.0495586,-0.368080419,-0.20147005,-0.460817,1.4562,2.38338,2.28087,0.618362,1.82495,0.963338,0.078719234,0.295563161,-0.668390867,2.67578,3.61047,2.7982,1.39409,1.69556,0,0.845832163,0.27295489,0.479022451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
